,date,Boston University,Brown,Dartmouth,George Washington University,Harvard,Northwestern,Princeton,Stanford,UC Berkeley,UCLA,USC,University of Chicago,University of Pennsylvania,Yale
409,2017-08-13,1012.0,1675.0,756.0,1528.0,1255.0,1188.0,1344.0,772.0,8780.0,5246.0,1817.0,1447.0,2759.0,1231.0
410,2017-08-14,1014.0,1676.0,756.0,1530.0,1255.0,1189.0,1344.0,775.0,8784.0,5247.0,1819.0,1447.0,2761.0,1235.0
411,2017-08-15,1014.0,1677.0,758.0,1536.0,1255.0,1190.0,1345.0,776.0,8789.0,5248.0,1828.0,1448.0,2762.0,1237.0
412,2017-08-16,1015.0,1683.0,758.0,1537.0,1257.0,1192.0,1345.0,778.0,8795.0,5249.0,1829.0,1450.0,2764.0,1237.0
413,2017-08-17,1020.0,1686.0,758.0,1540.0,1257.0,1198.0,1346.0,780.0,8799.0,5251.0,1834.0,1451.0,2767.0,1240.0
414,2017-08-18,1021.0,1687.0,760.0,1543.0,1259.0,1201.0,1347.0,782.0,8811.0,5252.0,1838.0,1455.0,2771.0,1240.0
415,2017-08-19,1024.0,1689.0,760.0,1545.0,1259.0,1202.0,1347.0,785.0,8819.0,5255.0,1839.0,1459.0,2773.0,1240.0
416,2017-08-20,1024.0,1693.0,761.0,1546.0,1260.0,1203.0,1348.0,788.0,8827.0,5256.0,1843.0,1464.0,2775.0,1242.0
417,2017-08-21,1028.0,1699.0,767.0,1554.0,1260.0,1203.0,1349.0,790.0,8850.0,5256.0,1846.0,1472.0,2776.0,1242.0
418,2017-08-22,1030.0,1702.0,768.0,1556.0,1260.0,1204.0,1350.0,792.0,8862.0,5256.0,1849.0,1478.0,2779.0,1244.0
419,2017-08-23,1035.0,1709.0,772.0,1559.0,1261.0,1204.0,1350.0,796.0,8876.0,5259.0,1852.0,1480.0,2786.0,1248.0
420,2017-08-24,1039.0,1711.0,772.0,1562.0,1264.0,1204.0,1351.0,798.0,8886.0,5261.0,1859.0,1484.0,2792.0,1252.0
421,2017-08-25,1043.0,1713.0,772.0,1567.0,1267.0,1205.0,1351.0,799.0,8908.0,5264.0,1860.0,1493.0,2794.0,1254.0
422,2017-08-26,1045.0,1715.0,772.0,1567.0,1271.0,1207.0,1355.0,803.0,8921.0,5268.0,1864.0,1494.0,2795.0,1255.0
423,2017-08-27,1050.0,1715.0,774.0,1570.0,1273.0,1207.0,1358.0,804.0,8942.0,5270.0,1872.0,1496.0,2801.0,1256.0
424,2017-08-28,1051.0,1716.0,775.0,1576.0,1273.0,1209.0,1359.0,807.0,8949.0,5273.0,1876.0,1499.0,2804.0,1270.0
425,2017-08-29,1057.0,1716.0,777.0,1581.0,1273.0,1210.0,1362.0,809.0,8955.0,5276.0,1880.0,1500.0,2807.0,1278.0
426,2017-08-30,1064.0,1720.0,778.0,1583.0,1275.0,1212.0,1366.0,811.0,8965.0,5280.0,1890.0,1508.0,2810.0,1287.0
427,2017-08-31,1065.0,1723.0,778.0,1593.0,1279.0,1213.0,1368.0,811.0,8984.0,5283.0,1894.0,1513.0,2814.0,1288.0
428,2017-09-01,1066.0,1725.0,779.0,1595.0,1283.0,1214.0,1369.0,813.0,9001.0,5287.0,1898.0,1516.0,2817.0,1294.0
429,2017-09-02,1066.0,1725.0,783.0,1598.0,1284.0,1215.0,1371.0,814.0,9018.0,5288.0,1905.0,1521.0,2823.0,1295.0
430,2017-09-03,1068.0,1727.0,784.0,1602.0,1287.0,1215.0,1371.0,814.0,9037.0,5289.0,1910.0,1524.0,2824.0,1299.0
431,2017-09-04,1070.0,1729.0,785.0,1606.0,1289.0,1216.0,1374.0,817.0,9046.0,5307.0,1917.0,1527.0,2828.0,1306.0
432,2017-09-05,1075.0,1738.0,785.0,1609.0,1292.0,1219.0,1375.0,819.0,9060.0,5312.0,1921.0,1528.0,2833.0,1316.0
433,2017-09-06,1078.0,1743.0,787.0,1611.0,1293.0,1219.0,1378.0,825.0,9073.0,5313.0,1922.0,1534.0,2834.0,1324.0
434,2017-09-07,1088.0,1747.0,787.0,1615.0,1293.0,1220.0,1382.0,825.0,9100.0,5317.0,1922.0,1541.0,2839.0,1326.0
435,2017-09-08,1095.0,1754.0,788.0,1617.0,1295.0,1221.0,1385.0,828.0,9120.0,5320.0,1926.0,1544.0,2845.0,1326.0
436,2017-09-09,1099.0,1758.0,788.0,1621.0,1298.0,1223.0,1389.0,831.0,9139.0,5320.0,1928.0,1546.0,2848.0,1328.0
437,2017-09-10,1102.0,1764.0,790.0,1623.0,1299.0,1225.0,1390.0,831.0,9152.0,5323.0,1932.0,1549.0,2849.0,1330.0
438,2017-09-11,1104.0,1771.0,790.0,1626.0,1302.0,1226.0,1396.0,831.0,9165.0,5327.0,1933.0,1555.0,2854.0,1335.0
439,2017-09-12,1108.0,1773.0,791.0,1628.0,1303.0,1227.0,1399.0,833.0,9180.0,5330.0,1945.0,1560.0,2858.0,1338.0
440,2017-09-13,1118.0,1776.0,792.0,1634.0,1304.0,1227.0,1405.0,837.0,9201.0,5345.0,1970.0,1565.0,2865.0,1342.0
441,2017-09-14,1122.0,1779.0,793.0,1641.0,1308.0,1228.0,1411.0,840.0,9222.0,5348.0,1980.0,1566.0,2873.0,1347.0
442,2017-09-15,1131.0,1782.0,794.0,1646.0,1311.0,1230.0,1413.0,840.0,9267.0,5351.0,1993.0,1570.0,2880.0,1351.0
443,2017-09-16,1133.0,1787.0,795.0,1650.0,1314.0,1234.0,1415.0,841.0,9276.0,5355.0,1995.0,1573.0,2885.0,1352.0
444,2017-09-17,1141.0,1789.0,797.0,1658.0,1315.0,1238.0,1419.0,844.0,9289.0,5358.0,2006.0,1575.0,2892.0,1354.0
445,2017-09-18,1145.0,1799.0,800.0,1662.0,1318.0,1248.0,1426.0,847.0,9310.0,5362.0,2015.0,1581.0,2900.0,1361.0
446,2017-09-19,1150.0,1817.0,802.0,1666.0,1321.0,1253.0,1429.0,850.0,9331.0,5370.0,2021.0,1589.0,2905.0,1367.0
447,2017-09-20,1154.0,1828.0,805.0,1674.0,1325.0,1255.0,1431.0,854.0,9351.0,5379.0,2022.0,1596.0,2909.0,1370.0
448,2017-09-21,1159.0,1833.0,805.0,1689.0,1328.0,1260.0,1433.0,856.0,9376.0,5390.0,2025.0,1601.0,2917.0,1378.0
449,2017-09-22,1167.0,1838.0,806.0,1693.0,1331.0,1263.0,1437.0,859.0,9397.0,5393.0,2029.0,1606.0,2928.0,1381.0
450,2017-09-23,1168.0,1842.0,808.0,1693.0,1332.0,1264.0,1441.0,861.0,9408.0,5396.0,2035.0,1613.0,2940.0,1383.0
451,2017-09-24,1171.0,1845.0,809.0,1697.0,1336.0,1264.0,1441.0,863.0,9428.0,5402.0,2047.0,1617.0,2946.0,1386.0
452,2017-09-25,1178.0,1851.0,813.0,1702.0,1341.0,1265.0,1444.0,869.0,9468.0,5405.0,2049.0,1620.0,2957.0,1388.0
453,2017-09-26,1183.0,1857.0,815.0,1706.0,1343.0,1267.0,1449.0,872.0,9495.0,5416.0,2054.0,1624.0,2962.0,1391.0
454,2017-09-27,1188.0,1858.0,816.0,1723.0,1345.0,1269.0,1455.0,875.0,9524.0,5421.0,2059.0,1626.0,2970.0,1394.0
455,2017-09-28,1191.0,1863.0,816.0,1744.0,1346.0,1272.0,1460.0,878.0,9548.0,5429.0,2067.0,1630.0,2981.0,1400.0
456,2017-09-29,1194.0,1865.0,818.0,1751.0,1347.0,1273.0,1461.0,879.0,9571.0,5433.0,2071.0,1635.0,2987.0,1404.0
457,2017-09-30,1198.0,1867.0,820.0,1753.0,1349.0,1274.0,1462.0,880.0,9587.0,5436.0,2076.0,1637.0,2992.0,1406.0
458,2017-10-01,1200.0,1868.0,821.0,1756.0,1352.0,1277.0,1465.0,880.0,9592.0,5439.0,2077.0,1640.0,2997.0,1407.0
459,2017-10-02,1203.0,1870.0,823.0,1760.0,1358.0,1281.0,1471.0,882.0,9605.0,5443.0,2080.0,1643.0,3006.0,1413.0
460,2017-10-03,1207.0,1874.0,826.0,1763.0,1363.0,1283.0,1472.0,885.0,9620.0,5445.0,2084.0,1647.0,3013.0,1414.0
461,2017-10-04,1212.0,1882.0,833.0,1764.0,1367.0,1288.0,1476.0,885.0,9641.0,5455.0,2088.0,1650.0,3015.0,1422.0
462,2017-10-05,1218.0,1891.0,837.0,1765.0,1372.0,1293.0,1479.0,888.0,9660.0,5462.0,2089.0,1655.0,3020.0,1422.0
463,2017-10-06,1223.0,1897.0,842.0,1767.0,1375.0,1299.0,1482.0,890.0,9672.0,5468.0,2094.0,1657.0,3022.0,1422.0
464,2017-10-07,1227.0,1897.0,850.0,1767.0,1376.0,1304.0,1486.0,896.0,9682.0,5468.0,2095.0,1659.0,3024.0,1426.0
465,2017-10-08,1230.0,1897.0,852.0,1769.0,1377.0,1308.0,1491.0,898.0,9691.0,5470.0,2097.0,1662.0,3028.0,1429.0
466,2017-10-09,1234.0,1907.0,853.0,1770.0,1380.0,1311.0,1491.0,899.0,9711.0,5474.0,2098.0,1667.0,3034.0,1430.0
467,2017-10-10,1239.0,1913.0,855.0,1772.0,1382.0,1315.0,1495.0,905.0,9735.0,5482.0,2117.0,1674.0,3038.0,1434.0
468,2017-10-11,1255.0,1920.0,855.0,1775.0,1389.0,1316.0,1499.0,908.0,9759.0,5491.0,2124.0,1677.0,3048.0,1437.0
469,2017-10-12,1285.0,1932.0,858.0,1780.0,1393.0,1327.0,1505.0,911.0,9777.0,5507.0,2131.0,1689.0,3053.0,1439.0
470,2017-10-13,1304.0,1938.0,862.0,1786.0,1398.0,1332.0,1507.0,918.0,9799.0,5517.0,2137.0,1698.0,3059.0,1442.0
471,2017-10-14,1306.0,1945.0,863.0,1786.0,1400.0,1339.0,1511.0,921.0,9827.0,5524.0,2141.0,1700.0,3064.0,1443.0
472,2017-10-15,1310.0,1951.0,863.0,1787.0,1402.0,1346.0,1514.0,923.0,9834.0,5530.0,2151.0,1703.0,3081.0,1445.0
473,2017-10-16,1317.0,1963.0,865.0,1791.0,1404.0,1349.0,1519.0,927.0,9857.0,5534.0,2165.0,1713.0,3086.0,1451.0
474,2017-10-17,1322.0,1977.0,867.0,1797.0,1408.0,1357.0,1522.0,931.0,9878.0,5544.0,2172.0,1725.0,3092.0,1456.0
475,2017-10-18,1329.0,1995.0,870.0,1800.0,1413.0,1366.0,1528.0,939.0,9896.0,5551.0,2183.0,1735.0,3101.0,1459.0
476,2017-10-19,1343.0,2011.0,870.0,1806.0,1417.0,1369.0,1538.0,944.0,9922.0,5558.0,2192.0,1748.0,3111.0,1466.0
477,2017-10-20,1355.0,2019.0,872.0,1812.0,1420.0,1378.0,1547.0,951.0,9937.0,5566.0,2198.0,1761.0,3120.0,1467.0
478,2017-10-21,1360.0,2026.0,873.0,1812.0,1422.0,1384.0,1550.0,954.0,9946.0,5575.0,2202.0,1763.0,3121.0,1469.0
479,2017-10-22,1367.0,2029.0,879.0,1817.0,1424.0,1387.0,1553.0,960.0,9992.0,5580.0,2211.0,1774.0,3128.0,1476.0
480,2017-10-23,1382.0,2041.0,882.0,1820.0,1431.0,1396.0,1558.0,972.0,10045.0,5588.0,2218.0,1797.0,3144.0,1489.0
481,2017-10-24,1394.0,2051.0,882.0,1828.0,1437.0,1412.0,1563.0,978.0,10086.0,5596.0,2226.0,1814.0,3155.0,1498.0
482,2017-10-25,1401.0,2071.0,886.0,1835.0,1440.0,1425.0,1575.0,983.0,10123.0,5609.0,2241.0,1832.0,3164.0,1506.0
483,2017-10-26,1409.0,2079.0,889.0,1838.0,1446.0,1436.0,1581.0,990.0,10157.0,5614.0,2242.0,1844.0,3176.0,1512.0
484,2017-10-27,1421.0,2084.0,891.0,1840.0,1449.0,1445.0,1589.0,993.0,10187.0,5625.0,2247.0,1853.0,3181.0,1515.0
485,2017-10-28,1427.0,2091.0,891.0,1844.0,1450.0,1449.0,1591.0,997.0,10197.0,5627.0,2249.0,1859.0,3186.0,1517.0
486,2017-10-29,1429.0,2095.0,894.0,1845.0,1450.0,1453.0,1591.0,1002.0,10205.0,5631.0,2251.0,1880.0,3191.0,1520.0
487,2017-10-30,1433.0,2099.0,895.0,1846.0,1454.0,1457.0,1592.0,1004.0,10215.0,5636.0,2255.0,1899.0,3200.0,1523.0
488,2017-10-31,1435.0,2111.0,902.0,1850.0,1460.0,1464.0,1594.0,1007.0,10238.0,5644.0,2256.0,1909.0,3205.0,1527.0
489,2017-11-01,1440.0,2115.0,902.0,1857.0,1466.0,1467.0,1597.0,1013.0,10254.0,5655.0,2259.0,1921.0,3213.0,1530.0
490,2017-11-02,1446.0,2118.0,904.0,1861.0,1472.0,1471.0,1599.0,1027.0,10283.0,5665.0,2262.0,1932.0,3224.0,1536.0
491,2017-11-03,1452.0,2126.0,905.0,1865.0,1475.0,1474.0,1601.0,1087.0,10308.0,5674.0,2265.0,1940.0,3232.0,1540.0
492,2017-11-04,1453.0,2130.0,905.0,1869.0,1477.0,1479.0,1602.0,1106.0,10311.0,5677.0,2266.0,1947.0,3239.0,1547.0
493,2017-11-05,1453.0,2131.0,905.0,1872.0,1478.0,1481.0,1606.0,1112.0,10316.0,5679.0,2268.0,1948.0,3240.0,1548.0
